community,county,tier,url (unchanged),fallback shown on site
Huntington Ph Iii,Alachua,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Ph-Iii/,https://www.paradiserealtyfla.com/alachua-county/
Huntington Place,Indian River,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Place/,https://www.paradiserealtyfla.com/indian-river-county/
Huntington Pointe Ph 1 Rep,Seminole,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Pointe-Ph-1-Rep/,https://www.paradiserealtyfla.com/seminole-county/
Huntington Pointe Ph 2,Seminole,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Pointe-Ph-2/,https://www.paradiserealtyfla.com/seminole-county/
Huntington Ridge Twnhms,Pasco,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Ridge-Twnhms/,https://www.paradiserealtyfla.com/pasco-county/
Huntington Towers,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Towers/,https://www.paradiserealtyfla.com/palm-beach-county/
Huntington Towers Condo,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Towers-Condo/,https://www.paradiserealtyfla.com/palm-beach-county/
Huntington Trace,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Trace/,https://www.paradiserealtyfla.com/pinellas-county/
Huntington Trails Ph 1,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Trails-Ph-1/,https://www.paradiserealtyfla.com/pinellas-county/
Huntington Trails Ph 2,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Trails-Ph-2/,https://www.paradiserealtyfla.com/pinellas-county/
Huntington Twnhms The,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Twnhms-The/,https://www.paradiserealtyfla.com/pinellas-county/
Huntington Villas Ph 1b,Flagler,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntington-Villas-Ph-1b/,https://www.paradiserealtyfla.com/flagler-county/
Huntingwood,Sarasota,resale,https://www.paradiserealtyfla.com/listings/subdivision/Huntingwood/,https://www.paradiserealtyfla.com/sarasota-county/
Hurlingham Condo,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hurlingham-Condo/,https://www.paradiserealtyfla.com/palm-beach-county/
Hutchinson Add,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hutchinson-Add/,https://www.paradiserealtyfla.com/polk-county/
Hutchinson House West,Martin,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hutchinson-House-West/,https://www.paradiserealtyfla.com/martin-county/
Hwy Lake Estates,Pasco,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hwy-Lake-Estates/,https://www.paradiserealtyfla.com/pasco-county/
Hyde Park Place Ii A Condominium,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hyde-Park-Place-Ii-A-Condominium/,https://www.paradiserealtyfla.com/hillsborough-county/
Hyder Agr Pud Pl,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hyder-Agr-Pud-Pl/,https://www.paradiserealtyfla.com/palm-beach-county/
Hyder Agr Pud Pl 5,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hyder-Agr-Pud-Pl-5/,https://www.paradiserealtyfla.com/palm-beach-county/
Hyder Agr Pud South Plat Seven,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hyder-Agr-Pud-South-Plat-Seven/,https://www.paradiserealtyfla.com/palm-beach-county/
Hyder Agr Pud South Plat Three,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hyder-Agr-Pud-South-Plat-Three/,https://www.paradiserealtyfla.com/palm-beach-county/
Hypoluxo Haverhill,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hypoluxo-Haverhill/,https://www.paradiserealtyfla.com/palm-beach-county/
Hypoluxo Haverhill Pud 2,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hypoluxo-Haverhill-Pud-2/,https://www.paradiserealtyfla.com/palm-beach-county/
Hypoluxo Village 02 Unrec,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Hypoluxo-Village-02-Unrec/,https://www.paradiserealtyfla.com/palm-beach-county/
Ibec Add No 2,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Ibec-Add-No-2/,https://www.paradiserealtyfla.com/broward-county/
Ibis Golf And Country Club 10,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Ibis-Golf-And-Country-Club-10/,https://www.paradiserealtyfla.com/palm-beach-county/
Ibis Golf And Country Club 18,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Ibis-Golf-And-Country-Club-18/,https://www.paradiserealtyfla.com/palm-beach-county/
Ibis Golf And Country Club 2,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Ibis-Golf-And-Country-Club-2/,https://www.paradiserealtyfla.com/palm-beach-county/
Ibis Golf And Country Club 29,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Ibis-Golf-And-Country-Club-29/,https://www.paradiserealtyfla.com/palm-beach-county/
Ichetucknee Meadows,Columbia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Ichetucknee-Meadows/,https://www.paradiserealtyfla.com/columbia-county/
Ichetucknee River Estate,Suwannee,resale,https://www.paradiserealtyfla.com/listings/subdivision/Ichetucknee-River-Estate/,https://www.paradiserealtyfla.com/suwannee-county/
Icon At Palm Beach Shores 150 Condo,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Icon-At-Palm-Beach-Shores-150-Condo/,https://www.paradiserealtyfla.com/palm-beach-county/
Idlewild Acres Rep,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Idlewild-Acres-Rep/,https://www.paradiserealtyfla.com/polk-county/
Idylwild Heights,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Idylwild-Heights/,https://www.paradiserealtyfla.com/polk-county/
Il Lugano Condo,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Il-Lugano-Condo/,https://www.paradiserealtyfla.com/palm-beach-county/
Il Villagio Condominium 16,Duval,resale,https://www.paradiserealtyfla.com/listings/subdivision/Il-Villagio-Condominium-16/,https://www.paradiserealtyfla.com/duval-county/
Ilakee Oaks,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Ilakee-Oaks/,https://www.paradiserealtyfla.com/polk-county/
Illini Condos,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Illini-Condos/,https://www.paradiserealtyfla.com/broward-county/
Images Condo,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Images-Condo/,https://www.paradiserealtyfla.com/osceola-county/
Imperial Cove 1,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-Cove-1/,https://www.paradiserealtyfla.com/pinellas-county/
Imperial Cove 5,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-Cove-5/,https://www.paradiserealtyfla.com/pinellas-county/
Imperial Gates,Lee,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-Gates/,https://www.paradiserealtyfla.com/lee-county/
Imperial Harbours,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-Harbours/,https://www.paradiserealtyfla.com/polk-county/
Imperial House Of Venice,Sarasota,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-House-Of-Venice/,https://www.paradiserealtyfla.com/sarasota-county/
Imperial Mobile Terrace Add 02,Lake,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-Mobile-Terrace-Add-02/,https://www.paradiserealtyfla.com/lake-county/
Imperial Oaks Ph 1,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-Oaks-Ph-1/,https://www.paradiserealtyfla.com/hillsborough-county/
Imperial Point Gardens,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-Point-Gardens/,https://www.paradiserealtyfla.com/broward-county/
Imperial Royale At Boca Pointe,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-Royale-At-Boca-Pointe/,https://www.paradiserealtyfla.com/palm-beach-county/
Imperial Royale At Boca Pointe Condo,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-Royale-At-Boca-Pointe-Condo/,https://www.paradiserealtyfla.com/palm-beach-county/
Imperial Towers,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperial-Towers/,https://www.paradiserealtyfla.com/broward-county/
Imperialakes Ph I,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperialakes-Ph-I/,https://www.paradiserealtyfla.com/polk-county/
Imperialakes Ph One,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Imperialakes-Ph-One/,https://www.paradiserealtyfla.com/polk-county/
In County,Marion,resale,https://www.paradiserealtyfla.com/listings/subdivision/In-County/,https://www.paradiserealtyfla.com/marion-county/
In The Pines Townhomes,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/In-The-Pines-Townhomes/,https://www.paradiserealtyfla.com/broward-county/
Independence Cove,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Independence-Cove/,https://www.paradiserealtyfla.com/palm-beach-county/
Indialantic By The Sea,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indialantic-By-The-Sea/,https://www.paradiserealtyfla.com/brevard-county/
Indialantic One,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indialantic-One/,https://www.paradiserealtyfla.com/brevard-county/
Indian Acres Unrec Sub,Citrus,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Acres-Unrec-Sub/,https://www.paradiserealtyfla.com/citrus-county/
Indian Bay Country Homes,Hernando,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Bay-Country-Homes/,https://www.paradiserealtyfla.com/hernando-county/
Indian Beach Estates,Sarasota,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Beach-Estates/,https://www.paradiserealtyfla.com/sarasota-county/
Indian Creek Ph 02,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Creek-Ph-02/,https://www.paradiserealtyfla.com/osceola-county/
Indian Creek Phase Iiib,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Creek-Phase-Iiib/,https://www.paradiserealtyfla.com/palm-beach-county/
Indian Estates,Sumter,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Estates/,https://www.paradiserealtyfla.com/sumter-county/
Indian Head Unit 01,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Head-Unit-01/,https://www.paradiserealtyfla.com/brevard-county/
Indian Heights Estates,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Heights-Estates/,https://www.paradiserealtyfla.com/pinellas-county/
Indian Hills 2,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Hills-2/,https://www.paradiserealtyfla.com/palm-beach-county/
Indian Hills Estates,St. Lucie,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Hills-Estates/,https://www.paradiserealtyfla.com/st-lucie-county/
Indian Hills Unit 3,Seminole,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Hills-Unit-3/,https://www.paradiserealtyfla.com/seminole-county/
Indian Lake East,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Lake-East/,https://www.paradiserealtyfla.com/polk-county/
Indian Lake Estates Unit 02,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Lake-Estates-Unit-02/,https://www.paradiserealtyfla.com/polk-county/
Indian Lake Estates Unit 07,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Lake-Estates-Unit-07/,https://www.paradiserealtyfla.com/polk-county/
Indian Lake Estates Unit 10,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Lake-Estates-Unit-10/,https://www.paradiserealtyfla.com/polk-county/
Indian Lake Estates Unit 14,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Lake-Estates-Unit-14/,https://www.paradiserealtyfla.com/polk-county/
Indian Lake Estates Unit 9 Revised,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Lake-Estates-Unit-9-Revised/,https://www.paradiserealtyfla.com/polk-county/
Indian Lake Ranch Phase 1,Bradford,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Lake-Ranch-Phase-1/,https://www.paradiserealtyfla.com/bradford-county/
Indian Lakes Estate,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Lakes-Estate/,https://www.paradiserealtyfla.com/polk-county/
Indian Lakes Ph 8,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Lakes-Ph-8/,https://www.paradiserealtyfla.com/osceola-county/
Indian Landing Phase Iii,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Landing-Phase-Iii/,https://www.paradiserealtyfla.com/brevard-county/
Indian Oaks Gardens,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Oaks-Gardens/,https://www.paradiserealtyfla.com/pinellas-county/
Indian Oaks Lots 41 Thru 43,Dixie,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Oaks-Lots-41-Thru-43/,https://www.paradiserealtyfla.com/dixie-county/
Indian Oaks Un 2,Dixie,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Oaks-Un-2/,https://www.paradiserealtyfla.com/dixie-county/
Indian Pines Condo,Martin,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Pines-Condo/,https://www.paradiserealtyfla.com/martin-county/
Indian Point Ph 4,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Point-Ph-4/,https://www.paradiserealtyfla.com/osceola-county/
Indian Point Ph 5,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Point-Ph-5/,https://www.paradiserealtyfla.com/osceola-county/
Indian Point Ph 6,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Point-Ph-6/,https://www.paradiserealtyfla.com/osceola-county/
Indian Ridge Villas Ph 2,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Ridge-Villas-Ph-2/,https://www.paradiserealtyfla.com/osceola-county/
Indian River Bluff,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-River-Bluff/,https://www.paradiserealtyfla.com/brevard-county/
Indian River Estates Unit 06,St. Lucie,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-River-Estates-Unit-06/,https://www.paradiserealtyfla.com/st-lucie-county/
Indian River Estates Unit 5,St. Lucie,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-River-Estates-Unit-5/,https://www.paradiserealtyfla.com/st-lucie-county/
Indian River Farms Co,Indian River,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-River-Farms-Co/,https://www.paradiserealtyfla.com/indian-river-county/
Indian River Gardens,Martin,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-River-Gardens/,https://www.paradiserealtyfla.com/martin-county/
Indian River Heights Unit 1,Indian River,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-River-Heights-Unit-1/,https://www.paradiserealtyfla.com/indian-river-county/
Indian River Landings,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-River-Landings/,https://www.paradiserealtyfla.com/brevard-county/
Indian River Oaks Subd,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-River-Oaks-Subd/,https://www.paradiserealtyfla.com/brevard-county/
Indian River Pines Twnhs,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-River-Pines-Twnhs/,https://www.paradiserealtyfla.com/brevard-county/
Indian River Plantation Unit 2,Volusia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-River-Plantation-Unit-2/,https://www.paradiserealtyfla.com/volusia-county/
Indian Sands Condo,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Sands-Condo/,https://www.paradiserealtyfla.com/pinellas-county/
Indian Spring Estates,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Spring-Estates/,https://www.paradiserealtyfla.com/pinellas-county/
Indian Trails Sub Unit 3,Indian River,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Trails-Sub-Unit-3/,https://www.paradiserealtyfla.com/indian-river-county/
Indian Trls,Marion,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Trls/,https://www.paradiserealtyfla.com/marion-county/
Indian Wells Unit 2,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Wells-Unit-2/,https://www.paradiserealtyfla.com/osceola-county/
Indian Wells Unit 3,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Wells-Unit-3/,https://www.paradiserealtyfla.com/osceola-county/
Indian Wells Unit 9,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indian-Wells-Unit-9/,https://www.paradiserealtyfla.com/osceola-county/
Indies Island,Monroe,resale,https://www.paradiserealtyfla.com/listings/subdivision/Indies-Island/,https://www.paradiserealtyfla.com/monroe-county/
